Geographical Location,Report Date,MDS Item Question/Description,MDS Item Response,Percent,Total Residents
Arizona,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,12-14 days,*,*
Arizona,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,7-11 days,*,*
Arkansas,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,2-6 days,*,*
Arkansas,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,7-11 days,*,*
Arkansas,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,12-14 days,*,*
Arkansas,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,Never or 1 day,*,*
California,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,2-6 days,*,*
California,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,7-11 days,*,*
California,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,12-14 days,*,*
California,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,Never or 1 day,*,*
Colorado,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,2-6 days,*,*
Colorado,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,7-11 days,*,*
Colorado,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,Never or 1 day,*,*
Colorado,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,12-14 days,*,*
Connecticut,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,2-6 days,*,*
Connecticut,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,7-11 days,*,*
Connecticut,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,12-14 days,*,*
Connecticut,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,Never or 1 day,*,*
Delaware,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,2-6 days,*,*
Delaware,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,7-11 days,*,*
Delaware,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,Never or 1 day,*,*
Delaware,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,12-14 days,*,*
District of Columbia,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,2-6 days,*,*
District of Columbia,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,7-11 days,*,*
District of Columbia,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,12-14 days,*,*
District of Columbia,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,Never or 1 day,*,*
Florida,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,2-6 days,*,*
Florida,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,7-11 days,*,*
Florida,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,Never or 1 day,*,*
Florida,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,12-14 days,*,*
Georgia,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,2-6 days,*,*
Georgia,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,7-11 days,*,*
Georgia,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,12-14 days,*,*
Georgia,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,Never or 1 day,*,*
Hawaii,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,2-6 days,*,*
Hawaii,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,7-11 days,*,*
Hawaii,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,Never or 1 day,*,*
Hawaii,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,12-14 days,*,*
Idaho,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,2-6 days,*,*
Idaho,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,7-11 days,*,*
Idaho,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,12-14 days,*,*
Idaho,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,Never or 1 day,*,*
Illinois,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,2-6 days,*,*
Illinois,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,Never or 1 day,*,*
Illinois,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,12-14 days,*,*
Illinois,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,7-11 days,*,*
Indiana,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,2-6 days,*,*
Indiana,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,7-11 days,*,*
Indiana,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,12-14 days,*,*
Indiana,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,Never or 1 day,*,*
Iowa,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,2-6 days,*,*
Iowa,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,7-11 days,*,*
Iowa,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,12-14 days,*,*
Iowa,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,Never or 1 day,*,*
Kansas,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,2-6 days,*,*
Kansas,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,7-11 days,*,*
Kansas,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,12-14 days,*,*
Kansas,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,Never or 1 day,*,*
Kentucky,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,2-6 days,*,*
Kentucky,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,Never or 1 day,*,*
Kentucky,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,12-14 days,*,*
Kentucky,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,7-11 days,*,*
Louisiana,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,2-6 days,*,*
Louisiana,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,7-11 days,*,*
Louisiana,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,Never or 1 day,*,*
Louisiana,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,12-14 days,*,*
Maine,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,2-6 days,*,*
Maine,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,7-11 days,*,*
Maine,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,12-14 days,*,*
Maine,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,Never or 1 day,*,*
Maryland,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,2-6 days,*,*
Maryland,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,Never or 1 day,*,*
Maryland,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,12-14 days,*,*
Maryland,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,7-11 days,*,*
Massachusetts,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,2-6 days,*,*
Massachusetts,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,7-11 days,*,*
Massachusetts,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,Never or 1 day,*,*
Massachusetts,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,12-14 days,*,*
Michigan,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,2-6 days,*,*
Michigan,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,7-11 days,*,*
Michigan,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,Never or 1 day,*,*
Michigan,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,12-14 days,*,*
Minnesota,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,2-6 days,*,*
Minnesota,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,7-11 days,*,*
Minnesota,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,12-14 days,*,*
Minnesota,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,Never or 1 day,*,*
Mississippi,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,2-6 days,*,*
Mississippi,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,7-11 days,*,*
Mississippi,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,Never or 1 day,*,*
Mississippi,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,12-14 days,*,*
Missouri,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,2-6 days,*,*
Missouri,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,7-11 days,*,*
Missouri,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,Never or 1 day,*,*
Missouri,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,12-14 days,*,*
Montana,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,2-6 days,*,*
Montana,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,7-11 days,*,*
Montana,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,Never or 1 day,*,*
Montana,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,12-14 days,*,*
Nebraska,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,2-6 days,*,*
Nebraska,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,Never or 1 day,*,*
Nebraska,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,12-14 days,*,*
Nebraska,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,7-11 days,*,*
Nevada,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,2-6 days,*,*
Nevada,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,Never or 1 day,*,*
Nevada,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,12-14 days,*,*
Nevada,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,7-11 days,*,*
New Hampshire,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,2-6 days,*,*
New Hampshire,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,Never or 1 day,*,*
New Hampshire,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,12-14 days,*,*
New Hampshire,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,7-11 days,*,*
New Jersey,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,2-6 days,*,*
New Jersey,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,7-11 days,*,*
New Jersey,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,12-14 days,*,*
New Jersey,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,Never or 1 day,*,*
New Mexico,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,2-6 days,*,*
New Mexico,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,7-11 days,*,*
New Mexico,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,12-14 days,*,*
New Mexico,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,Never or 1 day,*,*
New York,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,2-6 days,*,*
New York,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,7-11 days,*,*
New York,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,Never or 1 day,*,*
New York,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,12-14 days,*,*
North Carolina,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,2-6 days,*,*
North Carolina,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,Never or 1 day,*,*
North Carolina,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,12-14 days,*,*
North Carolina,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,7-11 days,*,*
North Dakota,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,2-6 days,*,*
North Dakota,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,7-11 days,*,*
North Dakota,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,Never or 1 day,*,*
North Dakota,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,12-14 days,*,*
Ohio,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,2-6 days,*,*
Ohio,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,7-11 days,*,*
Ohio,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,Never or 1 day,*,*
Ohio,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,12-14 days,*,*
Oklahoma,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,2-6 days,*,*
Oklahoma,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,Never or 1 day,*,*
Oklahoma,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,12-14 days,*,*
Oklahoma,"Q1, 2025",D0200G2: Mood - Resident Mood Interview - Trouble Concentrating on Things - Symptom Frequency,7-11 days,*,*
